Fund ID,Fund Long Name,Effective Date,Level,Beginning Market Value,Ending Market Value,Net Cash Flow,1 Month
ASRSA001,TOTAL PLAN,04-30-78,TOTAL - Net Mgr,0.00,0.00,,0.98000
ASRSA001,TOTAL PLAN,05-31-78,TOTAL - Net Mgr,0.00,0.00,,0.98000
ASRSA001,TOTAL PLAN,06-30-78,TOTAL - Net Mgr,0.00,0.00,,0.98000
ASRSA001,TOTAL PLAN,07-31-78,TOTAL - Net Mgr,0.00,0.00,,1.16000
ASRSA001,TOTAL PLAN,08-31-78,TOTAL - Net Mgr,0.00,0.00,,1.16000
ASRSA001,TOTAL PLAN,09-30-78,TOTAL - Net Mgr,0.00,0.00,,1.16000
ASRSA001,TOTAL PLAN,10-31-78,TOTAL - Net Mgr,0.00,0.00,,-0.59000
ASRSA001,TOTAL PLAN,11-30-78,TOTAL - Net Mgr,0.00,0.00,,-0.59000
ASRSA001,TOTAL PLAN,12-31-78,TOTAL - Net Mgr,0.00,0.00,,-0.59000
ASRSA001,TOTAL PLAN,01-31-79,TOTAL - Net Mgr,0.00,0.00,,1.14000
ASRSA001,TOTAL PLAN,02-28-79,TOTAL - Net Mgr,0.00,0.00,,1.14000
ASRSA001,TOTAL PLAN,03-31-79,TOTAL - Net Mgr,0.00,0.00,,1.14000
ASRSA001,TOTAL PLAN,04-30-79,TOTAL - Net Mgr,0.00,0.00,,1.07000
ASRSA001,TOTAL PLAN,05-31-79,TOTAL - Net Mgr,0.00,0.00,,1.07000
ASRSA001,TOTAL PLAN,06-30-79,TOTAL - Net Mgr,0.00,0.00,,1.07000
ASRSA001,TOTAL PLAN,07-31-79,TOTAL - Net Mgr,0.00,0.00,,0.77000
ASRSA001,TOTAL PLAN,08-31-79,TOTAL - Net Mgr,0.00,0.00,,0.77000
ASRSA001,TOTAL PLAN,09-30-79,TOTAL - Net Mgr,0.00,0.00,,0.77000
ASRSA001,TOTAL PLAN,10-31-79,TOTAL - Net Mgr,0.00,0.00,,-0.07000
ASRSA001,TOTAL PLAN,11-30-79,TOTAL - Net Mgr,0.00,0.00,,-0.07000
ASRSA001,TOTAL PLAN,12-31-79,TOTAL - Net Mgr,0.00,0.00,,-0.07000
ASRSA001,TOTAL PLAN,01-31-80,TOTAL - Net Mgr,0.00,0.00,,-1.92000
ASRSA001,TOTAL PLAN,02-29-80,TOTAL - Net Mgr,0.00,0.00,,-1.92000
ASRSA001,TOTAL PLAN,03-31-80,TOTAL - Net Mgr,0.00,0.00,,-1.92000
ASRSA001,TOTAL PLAN,04-30-80,TOTAL - Net Mgr,0.00,0.00,,4.38000
ASRSA001,TOTAL PLAN,05-31-80,TOTAL - Net Mgr,0.00,0.00,,4.38000
ASRSA001,TOTAL PLAN,06-30-80,TOTAL - Net Mgr,0.00,0.00,,4.38000
ASRSA001,TOTAL PLAN,07-31-80,TOTAL - Net Mgr,0.00,0.00,,-0.17000
ASRSA001,TOTAL PLAN,08-31-80,TOTAL - Net Mgr,0.00,0.00,,-0.17000
ASRSA001,TOTAL PLAN,09-30-80,TOTAL - Net Mgr,0.00,0.00,,-0.17000
ASRSA001,TOTAL PLAN,10-31-80,TOTAL - Net Mgr,0.00,0.00,,1.46000
ASRSA001,TOTAL PLAN,11-30-80,TOTAL - Net Mgr,0.00,0.00,,1.46000
ASRSA001,TOTAL PLAN,12-31-80,TOTAL - Net Mgr,0.00,0.00,,1.46000
ASRSA001,TOTAL PLAN,01-31-81,TOTAL - Net Mgr,0.00,0.00,,0.37000
ASRSA001,TOTAL PLAN,02-28-81,TOTAL - Net Mgr,0.00,0.00,,0.37000
ASRSA001,TOTAL PLAN,03-31-81,TOTAL - Net Mgr,0.00,0.00,,0.37000
ASRSA001,TOTAL PLAN,04-30-81,TOTAL - Net Mgr,0.00,0.00,,-0.03000
ASRSA001,TOTAL PLAN,05-31-81,TOTAL - Net Mgr,0.00,0.00,,-0.03000
ASRSA001,TOTAL PLAN,06-30-81,TOTAL - Net Mgr,0.00,0.00,,-0.03000
ASRSA001,TOTAL PLAN,07-31-81,TOTAL - Net Mgr,0.00,0.00,,-2.27000
ASRSA001,TOTAL PLAN,08-31-81,TOTAL - Net Mgr,0.00,0.00,,-2.27000
ASRSA001,TOTAL PLAN,09-30-81,TOTAL - Net Mgr,0.00,0.00,,-2.27000
ASRSA001,TOTAL PLAN,10-31-81,TOTAL - Net Mgr,0.00,0.00,,2.53000
ASRSA001,TOTAL PLAN,11-30-81,TOTAL - Net Mgr,0.00,0.00,,2.53000
ASRSA001,TOTAL PLAN,12-31-81,TOTAL - Net Mgr,0.00,0.00,,2.53000
ASRSA001,TOTAL PLAN,01-31-82,TOTAL - Net Mgr,0.00,0.00,,-0.08000
ASRSA001,TOTAL PLAN,02-28-82,TOTAL - Net Mgr,0.00,0.00,,-0.08000
ASRSA001,TOTAL PLAN,03-31-82,TOTAL - Net Mgr,0.00,0.00,,-0.08000
ASRSA001,TOTAL PLAN,04-30-82,TOTAL - Net Mgr,0.00,0.00,,0.66000
ASRSA001,TOTAL PLAN,05-31-82,TOTAL - Net Mgr,0.00,0.00,,0.66000
ASRSA001,TOTAL PLAN,06-30-82,TOTAL - Net Mgr,0.00,0.00,,0.66000
ASRSA001,TOTAL PLAN,07-31-82,TOTAL - Net Mgr,0.00,0.00,,3.60000
ASRSA001,TOTAL PLAN,08-31-82,TOTAL - Net Mgr,0.00,0.00,,3.60000
ASRSA001,TOTAL PLAN,09-30-82,TOTAL - Net Mgr,0.00,0.00,,3.60000
ASRSA001,TOTAL PLAN,10-31-82,TOTAL - Net Mgr,0.00,0.00,,3.67000
ASRSA001,TOTAL PLAN,11-30-82,TOTAL - Net Mgr,0.00,0.00,,3.67000
ASRSA001,TOTAL PLAN,12-31-82,TOTAL - Net Mgr,0.00,0.00,,3.67000
ASRSA001,TOTAL PLAN,01-31-83,TOTAL - Net Mgr,0.00,0.00,,2.10000
ASRSA001,TOTAL PLAN,02-28-83,TOTAL - Net Mgr,0.00,0.00,,2.10000
ASRSA001,TOTAL PLAN,03-31-83,TOTAL - Net Mgr,0.00,0.00,,2.10000
ASRSA001,TOTAL PLAN,04-30-83,TOTAL - Net Mgr,0.00,0.00,,2.05000
ASRSA001,TOTAL PLAN,05-31-83,TOTAL - Net Mgr,0.00,0.00,,2.05000
ASRSA001,TOTAL PLAN,06-30-83,TOTAL - Net Mgr,0.00,0.00,,2.05000
ASRSA001,TOTAL PLAN,07-31-83,TOTAL - Net Mgr,0.00,0.00,,-0.18000
ASRSA001,TOTAL PLAN,08-31-83,TOTAL - Net Mgr,0.00,0.00,,-0.18000
ASRSA001,TOTAL PLAN,09-30-83,TOTAL - Net Mgr,0.00,0.00,,-0.18000
ASRSA001,TOTAL PLAN,10-31-83,TOTAL - Net Mgr,0.00,0.00,,0.25000
ASRSA001,TOTAL PLAN,11-30-83,TOTAL - Net Mgr,0.00,0.00,,0.25000
ASRSA001,TOTAL PLAN,12-31-83,TOTAL - Net Mgr,0.00,0.00,,0.25000
ASRSA001,TOTAL PLAN,01-31-84,TOTAL - Net Mgr,0.00,0.00,,-0.88000
ASRSA001,TOTAL PLAN,02-29-84,TOTAL - Net Mgr,0.00,0.00,,-0.88000
ASRSA001,TOTAL PLAN,03-31-84,TOTAL - Net Mgr,0.00,0.00,,-0.88000
ASRSA001,TOTAL PLAN,04-30-84,TOTAL - Net Mgr,0.00,0.00,,-0.96000
ASRSA001,TOTAL PLAN,05-31-84,TOTAL - Net Mgr,0.00,0.00,,-0.96000
ASRSA001,TOTAL PLAN,06-30-84,TOTAL - Net Mgr,0.00,0.00,,-0.96000
ASRSA001,TOTAL PLAN,07-31-84,TOTAL - Net Mgr,0.00,0.00,,3.13000
ASRSA001,TOTAL PLAN,08-31-84,TOTAL - Net Mgr,0.00,0.00,,3.13000
ASRSA001,TOTAL PLAN,09-30-84,TOTAL - Net Mgr,0.00,0.00,,3.13000
ASRSA001,TOTAL PLAN,10-31-84,TOTAL - Net Mgr,0.00,0.00,,1.90000
ASRSA001,TOTAL PLAN,11-30-84,TOTAL - Net Mgr,0.00,0.00,,1.90000
ASRSA001,TOTAL PLAN,12-31-84,TOTAL - Net Mgr,0.00,0.00,,1.90000
ASRSA001,TOTAL PLAN,01-31-85,TOTAL - Net Mgr,0.00,0.00,,1.54000
ASRSA001,TOTAL PLAN,02-28-85,TOTAL - Net Mgr,0.00,0.00,,1.54000
ASRSA001,TOTAL PLAN,03-31-85,TOTAL - Net Mgr,0.00,0.00,,1.54000
ASRSA001,TOTAL PLAN,04-30-85,TOTAL - Net Mgr,0.00,0.00,,2.98000
ASRSA001,TOTAL PLAN,05-31-85,TOTAL - Net Mgr,0.00,0.00,,2.98000
ASRSA001,TOTAL PLAN,06-30-85,TOTAL - Net Mgr,0.00,0.00,,2.98000
ASRSA001,TOTAL PLAN,07-31-85,TOTAL - Net Mgr,0.00,0.00,,-0.60000
ASRSA001,TOTAL PLAN,08-31-85,TOTAL - Net Mgr,0.00,0.00,,-0.60000
ASRSA001,TOTAL PLAN,09-30-85,TOTAL - Net Mgr,0.00,0.00,,-0.60000
ASRSA001,TOTAL PLAN,10-31-85,TOTAL - Net Mgr,0.00,0.00,,4.43000
ASRSA001,TOTAL PLAN,11-30-85,TOTAL - Net Mgr,0.00,0.00,,4.43000
ASRSA001,TOTAL PLAN,12-31-85,TOTAL - Net Mgr,0.00,0.00,,4.43000
ASRSA001,TOTAL PLAN,01-31-86,TOTAL - Net Mgr,0.00,0.00,,4.59000
ASRSA001,TOTAL PLAN,02-28-86,TOTAL - Net Mgr,0.00,0.00,,4.59000
ASRSA001,TOTAL PLAN,03-31-86,TOTAL - Net Mgr,0.00,0.00,,4.59000
ASRSA001,TOTAL PLAN,04-30-86,TOTAL - Net Mgr,0.00,0.00,,0.96000
ASRSA001,TOTAL PLAN,05-31-86,TOTAL - Net Mgr,0.00,0.00,,0.96000
ASRSA001,TOTAL PLAN,06-30-86,TOTAL - Net Mgr,0.00,0.00,,0.96000
ASRSA001,TOTAL PLAN,07-31-86,TOTAL - Net Mgr,0.00,0.00,,-1.04000
ASRSA001,TOTAL PLAN,08-31-86,TOTAL - Net Mgr,0.00,0.00,,-1.04000
ASRSA001,TOTAL PLAN,09-30-86,TOTAL - Net Mgr,0.00,0.00,,-1.04000
ASRSA001,TOTAL PLAN,10-31-86,TOTAL - Net Mgr,0.00,0.00,,1.70000
ASRSA001,TOTAL PLAN,11-30-86,TOTAL - Net Mgr,0.00,0.00,,1.70000
ASRSA001,TOTAL PLAN,12-31-86,TOTAL - Net Mgr,0.00,0.00,,1.70000
ASRSA001,TOTAL PLAN,01-31-87,TOTAL - Net Mgr,0.00,0.00,,3.23000
ASRSA001,TOTAL PLAN,02-28-87,TOTAL - Net Mgr,0.00,0.00,,3.23000
ASRSA001,TOTAL PLAN,03-31-87,TOTAL - Net Mgr,0.00,0.00,,3.23000
ASRSA001,TOTAL PLAN,04-30-87,TOTAL - Net Mgr,0.00,0.00,,-0.10000
ASRSA001,TOTAL PLAN,05-31-87,TOTAL - Net Mgr,0.00,0.00,,-0.10000
ASRSA001,TOTAL PLAN,06-30-87,TOTAL - Net Mgr,0.00,0.00,,-0.10000
ASRSA001,TOTAL PLAN,07-31-87,TOTAL - Net Mgr,0.00,0.00,,0.10000
ASRSA001,TOTAL PLAN,08-31-87,TOTAL - Net Mgr,0.00,0.00,,0.10000
ASRSA001,TOTAL PLAN,09-30-87,TOTAL - Net Mgr,0.00,0.00,,0.10000
ASRSA001,TOTAL PLAN,10-31-87,TOTAL - Net Mgr,0.00,0.00,,-1.73000
ASRSA001,TOTAL PLAN,11-30-87,TOTAL - Net Mgr,0.00,0.00,,-1.73000
ASRSA001,TOTAL PLAN,12-31-87,TOTAL - Net Mgr,0.00,0.00,,-1.73000
ASRSA001,TOTAL PLAN,01-31-88,TOTAL - Net Mgr,0.00,0.00,,1.62000
ASRSA001,TOTAL PLAN,02-29-88,TOTAL - Net Mgr,0.00,0.00,,1.62000
ASRSA001,TOTAL PLAN,03-31-88,TOTAL - Net Mgr,0.00,0.00,,1.62000
ASRSA001,TOTAL PLAN,04-30-88,TOTAL - Net Mgr,0.00,0.00,,1.05000
ASRSA001,TOTAL PLAN,05-31-88,TOTAL - Net Mgr,0.00,0.00,,1.05000
ASRSA001,TOTAL PLAN,06-30-88,TOTAL - Net Mgr,0.00,0.00,,1.05000
ASRSA001,TOTAL PLAN,07-31-88,TOTAL - Net Mgr,0.00,0.00,,0.29000
ASRSA001,TOTAL PLAN,08-31-88,TOTAL - Net Mgr,0.00,0.00,,0.29000
ASRSA001,TOTAL PLAN,09-30-88,TOTAL - Net Mgr,0.00,0.00,,0.29000
ASRSA001,TOTAL PLAN,10-31-88,TOTAL - Net Mgr,0.00,0.00,,0.93000
ASRSA001,TOTAL PLAN,11-30-88,TOTAL - Net Mgr,0.00,0.00,,0.93000
ASRSA001,TOTAL PLAN,12-31-88,TOTAL - Net Mgr,0.00,0.00,,0.93000
ASRSA001,TOTAL PLAN,01-31-89,TOTAL - Net Mgr,0.00,0.00,,1.09000
ASRSA001,TOTAL PLAN,02-28-89,TOTAL - Net Mgr,0.00,0.00,,1.09000
ASRSA001,TOTAL PLAN,03-31-89,TOTAL - Net Mgr,0.00,0.00,,1.09000
ASRSA001,TOTAL PLAN,04-30-89,TOTAL - Net Mgr,0.00,0.00,,2.18000
ASRSA001,TOTAL PLAN,05-31-89,TOTAL - Net Mgr,0.00,0.00,,2.18000
ASRSA001,TOTAL PLAN,06-30-89,TOTAL - Net Mgr,0.00,0.00,,2.18000
ASRSA001,TOTAL PLAN,07-31-89,TOTAL - Net Mgr,0.00,0.00,,1.42000
ASRSA001,TOTAL PLAN,08-31-89,TOTAL - Net Mgr,0.00,0.00,,1.42000
ASRSA001,TOTAL PLAN,09-30-89,TOTAL - Net Mgr,0.00,0.00,,1.42000
ASRSA001,TOTAL PLAN,10-31-89,TOTAL - Net Mgr,0.00,0.00,,1.03000
ASRSA001,TOTAL PLAN,11-30-89,TOTAL - Net Mgr,0.00,0.00,,1.03000
ASRSA001,TOTAL PLAN,12-31-89,TOTAL - Net Mgr,0.00,0.00,,1.03000
ASRSA001,TOTAL PLAN,01-31-90,TOTAL - Net Mgr,0.00,0.00,,-1.01000
ASRSA001,TOTAL PLAN,02-28-90,TOTAL - Net Mgr,0.00,0.00,,-1.01000
ASRSA001,TOTAL PLAN,03-31-90,TOTAL - Net Mgr,0.00,0.00,,-1.01000
ASRSA001,TOTAL PLAN,04-30-90,TOTAL - Net Mgr,0.00,0.00,,1.60000
ASRSA001,TOTAL PLAN,05-31-90,TOTAL - Net Mgr,0.00,0.00,,1.60000
ASRSA001,TOTAL PLAN,06-30-90,TOTAL - Net Mgr,0.00,0.00,,1.60000
ASRSA001,TOTAL PLAN,07-31-90,TOTAL - Net Mgr,0.00,0.00,,-2.39000
ASRSA001,TOTAL PLAN,08-31-90,TOTAL - Net Mgr,0.00,0.00,,-2.39000
ASRSA001,TOTAL PLAN,09-30-90,TOTAL - Net Mgr,0.00,0.00,,-2.39000
ASRSA001,TOTAL PLAN,10-31-90,TOTAL - Net Mgr,0.00,0.00,,2.47000
ASRSA001,TOTAL PLAN,11-30-90,TOTAL - Net Mgr,0.00,0.00,,2.47000
ASRSA001,TOTAL PLAN,12-31-90,TOTAL - Net Mgr,0.00,0.00,,2.47000
ASRSA001,TOTAL PLAN,01-31-91,TOTAL - Net Mgr,0.00,0.00,,2.49000
ASRSA001,TOTAL PLAN,02-28-91,TOTAL - Net Mgr,0.00,0.00,,2.49000
ASRSA001,TOTAL PLAN,03-31-91,TOTAL - Net Mgr,0.00,0.00,,2.49000
ASRSA001,TOTAL PLAN,04-30-91,TOTAL - Net Mgr,0.00,0.00,,0.06000
ASRSA001,TOTAL PLAN,05-31-91,TOTAL - Net Mgr,0.00,0.00,,0.06000
ASRSA001,TOTAL PLAN,06-30-91,TOTAL - Net Mgr,0.00,0.00,,0.06000
ASRSA001,TOTAL PLAN,07-31-91,TOTAL - Net Mgr,0.00,0.00,,2.19000
ASRSA001,TOTAL PLAN,08-31-91,TOTAL - Net Mgr,0.00,0.00,,2.19000
ASRSA001,TOTAL PLAN,09-30-91,TOTAL - Net Mgr,0.00,0.00,,2.19000
ASRSA001,TOTAL PLAN,10-31-91,TOTAL - Net Mgr,0.00,0.00,,2.15000
ASRSA001,TOTAL PLAN,11-30-91,TOTAL - Net Mgr,0.00,0.00,,2.15000
ASRSA001,TOTAL PLAN,12-31-91,TOTAL - Net Mgr,0.00,0.00,,2.13000
ASRSA001,TOTAL PLAN,01-31-92,TOTAL - Net Mgr,0.00,0.00,,-0.70000
ASRSA001,TOTAL PLAN,02-29-92,TOTAL - Net Mgr,0.00,0.00,,-0.70000
ASRSA001,TOTAL PLAN,03-31-92,TOTAL - Net Mgr,0.00,0.00,,-0.70000
ASRSA001,TOTAL PLAN,04-30-92,TOTAL - Net Mgr,0.00,0.00,,0.97000
ASRSA001,TOTAL PLAN,05-31-92,TOTAL - Net Mgr,0.00,0.00,,0.97000
ASRSA001,TOTAL PLAN,06-30-92,TOTAL - Net Mgr,0.00,0.00,,0.97000
ASRSA001,TOTAL PLAN,07-31-92,TOTAL - Net Mgr,0.00,0.00,,1.46000
ASRSA001,TOTAL PLAN,08-31-92,TOTAL - Net Mgr,0.00,0.00,,1.46000
ASRSA001,TOTAL PLAN,09-30-92,TOTAL - Net Mgr,0.00,0.00,,1.46000
ASRSA001,TOTAL PLAN,10-31-92,TOTAL - Net Mgr,0.00,0.00,,0.90000
ASRSA001,TOTAL PLAN,11-30-92,TOTAL - Net Mgr,0.00,0.00,,0.90000
ASRSA001,TOTAL PLAN,12-31-92,TOTAL - Net Mgr,0.00,0.00,,0.90000
ASRSA001,TOTAL PLAN,01-31-93,TOTAL - Net Mgr,0.00,0.00,,1.87000
ASRSA001,TOTAL PLAN,02-28-93,TOTAL - Net Mgr,0.00,0.00,,1.87000
ASRSA001,TOTAL PLAN,03-31-93,TOTAL - Net Mgr,0.00,0.00,,1.87000
ASRSA001,TOTAL PLAN,04-30-93,TOTAL - Net Mgr,0.00,0.00,,0.94000
ASRSA001,TOTAL PLAN,05-31-93,TOTAL - Net Mgr,0.00,0.00,,0.94000
ASRSA001,TOTAL PLAN,06-30-93,TOTAL - Net Mgr,0.00,0.00,,0.94000
ASRSA001,TOTAL PLAN,07-31-93,TOTAL - Net Mgr,0.00,0.00,,1.32000
ASRSA001,TOTAL PLAN,08-31-93,TOTAL - Net Mgr,0.00,0.00,,1.32000
ASRSA001,TOTAL PLAN,09-30-93,TOTAL - Net Mgr,0.00,0.00,,1.32000
ASRSA001,TOTAL PLAN,10-31-93,TOTAL - Net Mgr,0.00,0.00,,0.45000
ASRSA001,TOTAL PLAN,11-30-93,TOTAL - Net Mgr,0.00,0.00,,0.45000
ASRSA001,TOTAL PLAN,12-31-93,TOTAL - Net Mgr,0.00,0.00,,0.45000
ASRSA001,TOTAL PLAN,01-31-94,TOTAL - Net Mgr,0.00,0.00,,-1.01000
ASRSA001,TOTAL PLAN,02-28-94,TOTAL - Net Mgr,0.00,0.00,,-1.01000
ASRSA001,TOTAL PLAN,03-31-94,TOTAL - Net Mgr,0.00,0.00,,-1.01000
ASRSA001,TOTAL PLAN,04-30-94,TOTAL - Net Mgr,0.00,0.00,,-0.09000
ASRSA001,TOTAL PLAN,05-31-94,TOTAL - Net Mgr,0.00,0.00,,-0.09000
ASRSA001,TOTAL PLAN,06-30-94,TOTAL - Net Mgr,0.00,0.00,,-0.09000
ASRSA001,TOTAL PLAN,07-31-94,TOTAL - Net Mgr,0.00,0.00,,0.82000
ASRSA001,TOTAL PLAN,08-31-94,TOTAL - Net Mgr,0.00,0.00,,0.82000
ASRSA001,TOTAL PLAN,09-30-94,TOTAL - Net Mgr,0.00,0.00,,0.82000
ASRSA001,TOTAL PLAN,10-31-94,TOTAL - Net Mgr,0.00,0.00,,0.04000
ASRSA001,TOTAL PLAN,11-30-94,TOTAL - Net Mgr,0.00,0.00,,0.04000
ASRSA001,TOTAL PLAN,12-31-94,TOTAL - Net Mgr,0.00,0.00,,0.04000
ASRSA001,TOTAL PLAN,01-31-95,TOTAL - Net Mgr,0.00,0.00,,2.14000
ASRSA001,TOTAL PLAN,02-28-95,TOTAL - Net Mgr,0.00,0.00,,2.14000
ASRSA001,TOTAL PLAN,03-31-95,TOTAL - Net Mgr,0.00,0.00,,2.14000
ASRSA001,TOTAL PLAN,04-30-95,TOTAL - Net Mgr,0.00,0.00,,2.52000
ASRSA001,TOTAL PLAN,05-31-95,TOTAL - Net Mgr,0.00,0.00,,2.52000
ASRSA001,TOTAL PLAN,06-30-95,TOTAL - Net Mgr,0.00,0.00,,2.52000
ASRSA001,TOTAL PLAN,07-31-95,TOTAL - Net Mgr,0.00,0.00,,1.78000
ASRSA001,TOTAL PLAN,08-31-95,TOTAL - Net Mgr,0.00,0.00,,1.78000
ASRSA001,TOTAL PLAN,09-30-95,TOTAL - Net Mgr,0.00,0.00,,1.78000
ASRSA001,TOTAL PLAN,10-31-95,TOTAL - Net Mgr,0.00,0.00,,1.70000
ASRSA001,TOTAL PLAN,11-30-95,TOTAL - Net Mgr,0.00,0.00,,1.70000
ASRSA001,TOTAL PLAN,12-31-95,TOTAL - Net Mgr,0.00,0.00,,1.70000
ASRSA001,TOTAL PLAN,01-31-96,TOTAL - Net Mgr,0.00,0.00,,0.88000
ASRSA001,TOTAL PLAN,02-29-96,TOTAL - Net Mgr,0.00,0.00,,0.88000
ASRSA001,TOTAL PLAN,03-31-96,TOTAL - Net Mgr,0.00,0.00,,0.88000
ASRSA001,TOTAL PLAN,04-30-96,TOTAL - Net Mgr,0.00,0.00,,0.82000
ASRSA001,TOTAL PLAN,05-31-96,TOTAL - Net Mgr,0.00,0.00,,0.82000
ASRSA001,TOTAL PLAN,06-30-96,TOTAL - Net Mgr,0.00,0.00,,0.82000
ASRSA001,TOTAL PLAN,07-31-96,TOTAL - Net Mgr,0.00,0.00,,0.74000
ASRSA001,TOTAL PLAN,08-31-96,TOTAL - Net Mgr,0.00,0.00,,0.74000
ASRSA001,TOTAL PLAN,09-30-96,TOTAL - Net Mgr,0.00,0.00,,0.74000
ASRSA001,TOTAL PLAN,10-31-96,TOTAL - Net Mgr,0.00,0.00,,1.75000
ASRSA001,TOTAL PLAN,11-30-96,TOTAL - Net Mgr,0.00,0.00,,1.75000
ASRSA001,TOTAL PLAN,12-31-96,TOTAL - Net Mgr,0.00,0.00,,1.75000
ASRSA001,TOTAL PLAN,01-31-97,TOTAL - Net Mgr,0.00,0.00,,2.45000
ASRSA001,TOTAL PLAN,02-28-97,TOTAL - Net Mgr,0.00,0.00,,0.36000
ASRSA001,TOTAL PLAN,03-31-97,TOTAL - Net Mgr,0.00,0.00,,-2.62000
ASRSA001,TOTAL PLAN,04-30-97,TOTAL - Net Mgr,0.00,0.00,,3.15000
ASRSA001,TOTAL PLAN,05-31-97,TOTAL - Net Mgr,0.00,0.00,,4.80000
ASRSA001,TOTAL PLAN,06-30-97,TOTAL - Net Mgr,0.00,0.00,,3.46000
ASRSA001,TOTAL PLAN,07-31-97,TOTAL - Net Mgr,0.00,0.00,,5.88000
ASRSA001,TOTAL PLAN,08-31-97,TOTAL - Net Mgr,0.00,0.00,,-3.84000
ASRSA001,TOTAL PLAN,09-30-97,TOTAL - Net Mgr,0.00,0.00,,4.25000
ASRSA001,TOTAL PLAN,10-31-97,TOTAL - Net Mgr,0.00,0.00,,-2.49000
ASRSA001,TOTAL PLAN,11-30-97,TOTAL - Net Mgr,0.00,0.00,,2.21000
ASRSA001,TOTAL PLAN,12-31-97,TOTAL - Net Mgr,0.00,0.00,,1.35000
ASRSA001,TOTAL PLAN,01-31-98,TOTAL - Net Mgr,0.00,"17,663,878,355.00",,1.44000
ASRSA001,TOTAL PLAN,02-28-98,TOTAL - Net Mgr,"17,663,878,355.00","18,516,882,574.00",,5.06000
ASRSA001,TOTAL PLAN,03-31-98,TOTAL - Net Mgr,"18,516,882,574.00","19,155,371,591.00",,3.61000
ASRSA001,TOTAL PLAN,04-30-98,TOTAL - Net Mgr,"19,155,371,591.00","19,321,374,183.00",,0.98000
ASRSA001,TOTAL PLAN,05-31-98,TOTAL - Net Mgr,"19,321,374,183.00","19,121,992,704.00",,-0.82000
ASRSA001,TOTAL PLAN,06-30-98,TOTAL - Net Mgr,"19,121,992,704.00","19,525,794,648.00",,2.27000
ASRSA001,TOTAL PLAN,07-31-98,TOTAL - Net Mgr,"19,525,794,648.00","19,302,900,888.00",,-0.75000
ASRSA001,TOTAL PLAN,08-31-98,TOTAL - Net Mgr,"19,302,900,888.00","17,344,187,351.00",,-9.30000
ASRSA001,TOTAL PLAN,09-30-98,TOTAL - Net Mgr,"17,344,187,351.00","17,982,559,721.00",,3.92000
ASRSA001,TOTAL PLAN,10-31-98,TOTAL - Net Mgr,"17,982,559,721.00","18,954,140,729.00",,5.70000
ASRSA001,TOTAL PLAN,11-30-98,TOTAL - Net Mgr,"18,954,140,729.00","19,803,200,689.00",,7.87000
ASRSA001,TOTAL PLAN,12-31-98,TOTAL - Net Mgr,"19,803,200,689.00","20,486,694,516.00",,1.29000
ASRSA001,TOTAL PLAN,01-31-99,TOTAL - Net Mgr,"20,486,694,516.00","21,039,620,048.00",,2.60000
ASRSA001,TOTAL PLAN,02-28-99,TOTAL - Net Mgr,"21,039,620,048.00","20,440,197,457.00",,-2.73000
ASRSA001,TOTAL PLAN,03-31-99,TOTAL - Net Mgr,"20,440,197,457.00","21,013,748,684.00",,2.96000
ASRSA001,TOTAL PLAN,04-30-99,TOTAL - Net Mgr,"21,013,748,684.00","21,849,429,734.00",,3.41000
ASRSA001,TOTAL PLAN,05-31-99,TOTAL - Net Mgr,"21,849,429,734.00","21,421,477,538.00",,-1.78000
ASRSA001,TOTAL PLAN,06-30-99,TOTAL - Net Mgr,"21,421,477,538.00","22,149,857,902.00",,3.62000
ASRSA001,TOTAL PLAN,07-31-99,TOTAL - Net Mgr,"22,149,857,902.00","21,817,672,661.00",,-1.28000
ASRSA001,TOTAL PLAN,08-31-99,TOTAL - Net Mgr,"21,817,672,661.00","21,684,785,164.00",,-0.33000
ASRSA001,TOTAL PLAN,09-30-99,TOTAL - Net Mgr,"21,684,785,164.00","21,375,259,872.00",,-1.03000
ASRSA001,TOTAL PLAN,10-31-99,TOTAL - Net Mgr,"21,375,259,872.00","22,142,300,516.00",,3.82000
ASRSA001,TOTAL PLAN,11-30-99,TOTAL - Net Mgr,"22,142,300,516.00","22,609,270,024.00",,2.06000
ASRSA001,TOTAL PLAN,12-31-99,TOTAL - Net Mgr,"22,609,270,024.00","23,607,560,758.00",,5.08000
ASRSA001,TOTAL PLAN,01-31-00,TOTAL - Net Mgr,"23,607,560,758.00","23,011,915,285.00",,-3.67000
ASRSA001,TOTAL PLAN,02-29-00,TOTAL - Net Mgr,"23,011,915,285.00","22,766,319,297.00",,0.82000
ASRSA001,TOTAL PLAN,03-31-00,TOTAL - Net Mgr,"22,766,319,297.00","24,012,918,515.00",,6.06000
ASRSA001,TOTAL PLAN,04-30-00,TOTAL - Net Mgr,"24,012,918,515.00","23,326,401,897.00",,-2.84000
ASRSA001,TOTAL PLAN,05-31-00,TOTAL - Net Mgr,"23,326,401,897.00","22,947,864,981.00",,-1.47000
ASRSA001,TOTAL PLAN,06-30-00,TOTAL - Net Mgr,"22,947,864,981.00","23,478,885,716.00",,2.86000
ASRSA001,TOTAL PLAN,07-31-00,TOTAL - Net Mgr,"23,478,885,716.00","23,214,339,344.00",,-1.04000
ASRSA001,TOTAL PLAN,08-31-00,TOTAL - Net Mgr,"23,214,339,344.00","24,242,639,466.00",,4.39000
